Transaction ID,Transaction Date,Product Type,SKU,Price,Availability,Number of Products Sold,Revenue Generated,Stock Levels,Lead Times,Order Quantities,Shipping Times,Shipping Carriers,Shipping Costs,Supplier Name,Location,Lead Time,Production Volumes,Manufacturing Lead Time,Manufacturing Costs,Inspection Results,Defect Rates,Transportation Modes,Routes,Total Logistics Cost
TXN03272,2023-02-15,cosmetics,SKU21,83.02,71,135,10242.91,75,4,75,4,Carrier B,3.6,Supplier 5,Chennai,5,161,6,57.94,Pass,0.0413,Air,Route C,4615.5
TXN00037,2023-02-15,skincare,SKU4,4.51,100,179,873.24,111,2,64,2,Carrier A,0.23,Supplier 1,Delhi,2,730,2,85.67,Pending,2.7637,Air,Route A,5497.6
TXN09011,2023-02-15,cosmetics,SKU17,83.11,40,52,3678.26,57,16,17,2,Carrier A,4.02,Supplier 1,Chennai,16,472,13,45.29,Pass,0.0952,Air,Route C,838.27
TXN05628,2023-02-15,skincare,SKU20,93.91,47,140,12541.35,60,4,99,2,Carrier C,5.23,Supplier 1,Chennai,4,417,5,69.94,Pending,3.6377,Air,Route B,7441.83
TXN01159,2023-02-15,haircare,SKU61,55.0,88,1,48.53,103,13,68,2,Carrier C,2.9,Supplier 4,Kolkata,14,537,16,88.3,Fail,7.4746,Air,Route A,6201.6
TXN03696,2023-02-16,skincare,SKU37,24.75,30,180,4673.19,32,13,83,2,Carrier A,1.38,Supplier 3,Kolkata,14,651,15,34.77,Pending,2.9928,Sea,Route A,3000.45
TXN05175,2023-02-16,haircare,SKU45,35.03,71,137,4209.54,69,26,29,4,Carrier B,1.73,Supplier 2,Chennai,27,518,26,62.55,Pass,1.7306,Rail,Route A,1864.12
TXN01332,2023-02-16,haircare,SKU54,32.02,87,113,3371.05,99,30,55,2,Carrier C,1.13,Supplier 1,Kolkata,28,773,20,28.84,Pass,1.5345,Road,Route B,1648.35
TXN06122,2023-02-16,cosmetics,SKU23,4.39,28,161,758.48,26,55,55,2,Carrier A,0.27,Supplier 5,Kolkata,59,557,51,108.17,Pending,3.9792,Rail,Route A,5964.2
TXN02813,2023-02-16,cosmetics,SKU94,3.14,67,267,941.07,62,13,47,3,Carrier C,0.12,Supplier 2,Delhi,13,226,11,65.55,Pass,1.3753,Rail,Route B,3086.49
TXN07217,2023-02-16,haircare,SKU25,39.31,73,156,5754.93,69,24,82,3,Carrier C,1.44,Supplier 4,Kolkata,24,472,27,79.91,Fail,5.0342,Road,Route B,6670.7
TXN06263,2023-02-16,skincare,SKU69,53.45,78,69,3851.96,97,8,48,4,Carrier B,1.93,Supplier 4,Kolkata,8,555,10,76.88,Pass,1.2298,Air,Route A,3782.88
TXN03171,2023-02-16,cosmetics,SKU38,55.68,52,239,12587.71,74,15,81,2,Carrier C,3.01,Supplier 5,Mumbai,16,751,20,5.53,Pass,1.1127,Air,Route B,691.74
TXN03577,2023-02-16,haircare,SKU77,56.14,49,179,10209.02,63,3,78,1,Carrier A,4.01,Supplier 1,Kolkata,3,733,4,48.26,Pending,2.6209,Road,Route B,4077.06
TXN09139,2023-02-16,haircare,SKU68,36.95,74,114,4237.33,72,15,71,1,Carrier A,1.62,Supplier 2,Bangalore,17,260,19,107.45,Pass,1.7368,Rail,Route A,7743.97
TXN07485,2023-02-17,haircare,SKU74,3.06,46,31,89.7,46,9,117,4,Carrier B,0.18,Supplier 4,Delhi,10,810,12,75.14,Pass,0.4016,Rail,Route A,8812.44
TXN09682,2023-02-17,haircare,SKU95,78.42,70,242,17501.91,71,46,42,3,Carrier C,3.09,Supplier 4,Mumbai,43,443,33,64.91,Pass,1.6387,Air,Route A,2856.0
TXN00096,2023-02-17,haircare,SKU12,76.57,59,182,13700.58,57,4,73,4,Carrier B,3.2,Supplier 4,Kolkata,4,316,3,33.99,Fail,4.4378,Road,Route B,2714.87
TXN04648,2023-02-17,haircare,SKU93,74.64,68,130,9618.27,65,22,69,4,Carrier B,2.65,Supplier 4,Chennai,21,1069,25,35.97,Fail,5.7124,Air,Route A,2664.78
TXN05319,2023-02-17,skincare,SKU10,16.23,58,84,1274.35,64,9,29,3,Carrier B,0.57,Supplier 5,Kolkata,10,558,8,91.65,Fail,5.12,Road,Route B,2674.38
TXN09956,2023-02-17,haircare,SKU87,77.18,86,138,10264.81,85,17,55,2,Carrier C,4.7,Supplier 3,Chennai,19,313,20,28.83,Fail,5.724,Sea,Route B,1844.15
TXN05429,2023-02-17,skincare,SKU1,14.38,74,199,2557.24,82,34,68,3,Carrier C,0.85,Supplier 3,Mumbai,32,457,36,36.64,Pending,3.4714,Road,Route B,2549.32
TXN03352,2023-02-17,skincare,SKU20,103.84,69,131,13272.81,72,4,66,2,Carrier A,7.19,Supplier 1,Chennai,5,634,4,70.05,Pending,2.867,Air,Route B,5097.84
TXN09201,2023-02-17,skincare,SKU80,92.15,66,168,14117.61,73,3,42,3,Carrier C,3.5,Supplier 3,Chennai,4,469,6,83.45,Pending,3.6227,Sea,Route B,3651.9
TXN07562,2023-02-17,cosmetics,SKU17,84.96,70,149,13007.13,67,14,46,3,Carrier C,3.02,Supplier 1,Chennai,14,212,11,51.52,Pass,0.0836,Air,Route C,2508.84
TXN00192,2023-02-17,skincare,SKU52,93.44,88,160,14544.1,86,25,48,2,Carrier A,4.65,Supplier 1,Mumbai,24,691,20,10.13,Pass,1.5438,Air,Route C,709.44
TXN05636,2023-02-18,cosmetics,SKU50,13.98,39,224,3403.19,50,26,70,3,Carrier B,0.8,Supplier 2,Delhi,24,167,22,43.47,Pending,2.5726,Rail,Route B,3098.9
TXN03804,2023-02-18,skincare,SKU36,9.07,40,138,1104.26,37,21,60,2,Carrier A,0.47,Supplier 2,Delhi,20,503,18,49.52,Pending,2.7816,Air,Route C,2999.4
TXN03820,2023-02-18,haircare,SKU54,33.04,85,160,5228.76,100,26,71,3,Carrier C,1.76,Supplier 1,Kolkata,27,454,25,29.57,Pass,1.1732,Road,Route B,2224.43
TXN02646,2023-02-18,haircare,SKU78,6.78,59,166,992.21,61,40,63,3,Carrier C,0.33,Supplier 5,Mumbai,43,489,36,72.39,Fail,11.6737,Sea,Route C,4581.36
TXN07203,2023-02-18,skincare,SKU39,18.49,75,205,3509.29,71,4,56,3,Carrier C,1.06,Supplier 2,Kolkata,5,605,5,8.72,Pass,1.9676,Air,Route B,547.68
TXN06813,2023-02-18,haircare,SKU48,73.73,69,193,15392.73,70,17,11,3,Carrier B,2.7,Supplier 2,Mumbai,16,339,16,23.62,Pass,1.7286,Rail,Route B,289.52
TXN02068,2023-02-18,haircare,SKU24,4.04,88,97,406.55,90,2,39,1,Carrier A,0.26,Supplier 2,Bangalore,3,633,3,44.51,Fail,5.4155,Air,Route A,1746.03
TXN05919,2023-02-18,haircare,SKU95,73.96,43,119,8552.07,58,25,63,4,Carrier B,3.12,Supplier 4,Mumbai,28,809,34,59.91,Pass,1.9057,Air,Route A,3970.89
TXN02773,2023-02-18,haircare,SKU61,52.63,68,95,5648.8,84,18,87,1,Carrier A,3.59,Supplier 4,Kolkata,17,825,15,82.46,Pending,3.7739,Air,Route A,7486.35
TXN01763,2023-02-18,haircare,SKU2,11.94,67,31,328.67,70,19,16,4,Carrier B,0.54,Supplier 1,Mumbai,20,351,21,34.29,Pending,3.2632,Air,Route C,557.28
TXN01586,2023-02-18,skincare,SKU90,14.95,33,317,4668.49,40,9,57,3,Carrier C,0.85,Supplier 3,Bangalore,10,339,9,83.06,Pass,0.9998,Rail,Route B,4782.87
TXN06868,2023-02-18,haircare,SKU70,47.66,60,379,18312.22,73,16,72,3,Carrier C,2.43,Supplier 1,Bangalore,16,339,14,11.77,Pass,1.9035,Road,Route C,1022.4
TXN05897,2023-02-18,haircare,SKU26,89.92,61,327,28105.2,65,3,69,1,Carrier A,6.15,Supplier 2,Bangalore,4,593,3,17.15,Pass,1.2872,Rail,Route A,1607.7
TXN02150,2023-02-19,haircare,SKU78,5.81,59,186,939.2,57,39,45,2,Carrier C,0.3,Supplier 5,Mumbai,39,447,32,66.09,Fail,9.5269,Sea,Route C,2987.55
TXN04582,2023-02-19,cosmetics,SKU8,67.86,71,144,10767.01,71,11,33,2,Carrier A,3.38,Supplier 4,Mumbai,12,634,10,11.08,Fail,5.937,Sea,Route B,477.18
TXN01886,2023-02-19,haircare,SKU57,49.25,79,1,45.87,74,23,49,3,Carrier C,2.88,Supplier 2,Delhi,22,463,25,73.95,Pending,3.3229,Rail,Route A,3764.67
TXN06871,2023-02-19,cosmetics,SKU73,84.01,44,38,3020.97,57,5,43,3,Carrier C,5.22,Supplier 4,Chennai,6,315,5,43.46,Fail,7.6576,Road,Route A,2093.24
TXN09645,2023-02-19,haircare,SKU55,77.93,47,146,10515.18,60,5,34,2,Carrier C,3.14,Supplier 2,Delhi,5,296,5,30.64,Pending,3.6265,Sea,Route B,1148.52
TXN07152,2023-02-19,cosmetics,SKU44,53.2,100,93,4238.18,116,17,25,3,Carrier B,1.91,Supplier 2,Delhi,16,619,17,23.75,Pending,2.4268,Rail,Route A,641.5
TXN09820,2023-02-19,haircare,SKU2,11.63,73,238,2533.12,76,29,109,2,Carrier A,0.58,Supplier 1,Mumbai,27,421,20,29.37,Pending,3.7901,Air,Route C,3264.55
TXN04814,2023-02-19,haircare,SKU79,60.08,77,119,6202.04,85,14,50,2,Carrier C,2.51,Supplier 3,Bangalore,16,601,12,55.32,Pass,0.2732,Air,Route C,2891.5
TXN03110,2023-02-19,cosmetics,SKU85,80.63,72,40,3074.7,94,3,81,3,Carrier C,3.03,Supplier 5,Chennai,3,305,3,71.85,Pending,3.4539,Road,Route B,6065.28
TXN04499,2023-02-19,haircare,SKU83,68.11,41,332,20175.6,53,3,68,3,Carrier C,2.8,Supplier 1,Bangalore,3,769,4,95.45,Pass,0.5701,Road,Route A,6681.0
TXN09721,2023-02-19,skincare,SKU90,14.31,62,182,2833.29,76,8,56,2,Carrier A,0.77,Supplier 3,Bangalore,9,177,8,82.08,Pass,1.0383,Rail,Route B,4639.6
TXN06940,2023-02-19,cosmetics,SKU38,48.09,61,194,10091.96,57,18,35,2,Carrier A,3.08,Supplier 5,Mumbai,20,352,18,6.35,Pass,0.8079,Air,Route B,330.05
TXN04929,2023-02-19,skincare,SKU15,35.38,63,167,5167.3,89,4,74,2,Carrier A,2.43,Supplier 1,Bangalore,5,582,6,93.17,Pass,1.5036,Sea,Route B,7074.4
TXN03199,2023-02-20,haircare,SKU76,63.66,89,134,9038.81,88,25,37,3,Carrier B,4.03,Supplier 2,Bangalore,25,230,25,69.24,Pass,1.6877,Rail,Route A,2710.99
TXN08651,2023-02-20,cosmetics,SKU7,45.91,84,180,9274.07,85,1,23,2,Carrier A,2.58,Supplier 4,Bangalore,1,699,1,110.29,Pass,0.8868,Road,Route C,2596.01
TXN09257,2023-02-20,cosmetics,SKU73,78.64,54,191,16147.18,66,6,85,2,Carrier A,3.57,Supplier 4,Chennai,6,126,4,52.76,Fail,5.1553,Road,Route A,4788.05
TXN00197,2023-02-20,cosmetics,SKU72,85.81,54,56,5495.21,52,9,86,2,Carrier A,5.02,Supplier 1,Bangalore,9,687,9,53.44,Pending,2.8931,Rail,Route B,5027.56
TXN09352,2023-02-20,skincare,SKU40,79.75,83,256,21375.16,87,1,9,5,Carrier B,2.56,Supplier 1,Kolkata,1,120,1,97.99,Pending,2.0913,Road,Route A,904.95
TXN06957,2023-02-20,skincare,SKU75,95.07,48,82,8009.77,64,9,81,4,Carrier B,4.2,Supplier 1,Chennai,10,419,8,50.06,Pass,1.1374,Air,Route C,4395.06
TXN02615,2023-02-20,skincare,SKU65,31.16,52,194,6034.2,52,44,47,5,Carrier B,1.81,Supplier 5,Kolkata,41,268,35,1.7,Fail,13.8854,Rail,Route C,164.97
TXN08450,2023-02-20,skincare,SKU67,89.4,68,158,12978.28,76,9,67,3,Carrier B,3.67,Supplier 1,Mumbai,9,633,7,6.81,Pass,0.1339,Sea,Route C,702.16
TXN00752,2023-02-20,cosmetics,SKU85,81.08,70,99,8185.41,85,2,67,2,Carrier C,3.58,Supplier 5,Chennai,3,449,3,77.21,Pending,2.3726,Road,Route B,5412.93
TXN00946,2023-02-20,skincare,SKU39,18.26,72,216,3357.84,80,5,39,3,Carrier B,0.85,Supplier 2,Kolkata,6,596,5,9.54,Pass,0.9378,Air,Route B,405.21
TXN00934,2023-02-20,haircare,SKU78,6.5,67,185,1287.32,83,31,85,2,Carrier C,0.38,Supplier 5,Mumbai,31,360,34,67.4,Fail,10.8932,Sea,Route C,5761.3
TXN05706,2023-02-20,haircare,SKU95,71.92,77,287,18667.15,93,36,63,3,Carrier C,2.95,Supplier 4,Mumbai,34,705,30,64.86,Pass,1.1801,Air,Route A,4272.03
TXN00300,2023-02-21,skincare,SKU10,16.49,52,284,5263.46,57,6,45,3,Carrier B,0.73,Supplier 5,Kolkata,7,341,8,100.95,Pending,3.2007,Road,Route B,4575.6
TXN05668,2023-02-21,haircare,SKU87,86.35,54,66,5595.77,59,16,87,2,Carrier C,4.53,Supplier 3,Chennai,16,720,19,32.3,Fail,5.6332,Sea,Route B,3204.21
TXN07410,2023-02-21,cosmetics,SKU28,2.33,54,231,598.35,55,6,23,4,Carrier B,0.11,Supplier 1,Mumbai,7,447,6,61.87,Pass,0.2971,Air,Route A,1425.54
TXN00161,2023-02-21,haircare,SKU45,36.42,49,311,10105.22,55,31,60,2,Carrier C,1.21,Supplier 2,Chennai,32,404,21,66.62,Pending,2.125,Rail,Route A,4069.8
TXN06720,2023-02-21,haircare,SKU78,5.88,53,254,1672.11,59,37,97,2,Carrier C,0.35,Supplier 5,Mumbai,41,631,32,66.49,Fail,4.9526,Sea,Route C,6483.48
TXN01582,2023-02-21,skincare,SKU56,19.43,99,185,3900.37,102,21,56,4,Carrier B,1.01,Supplier 1,Mumbai,21,794,22,12.36,Pass,0.9495,Air,Route B,748.72
TXN04599,2023-02-21,skincare,SKU14,91.83,83,141,14569.14,77,14,39,2,Carrier C,4.61,Supplier 1,Kolkata,13,1032,9,5.85,Pass,0.0949,Air,Route B,407.94
TXN02891,2023-02-21,cosmetics,SKU88,74.8,81,161,11909.42,103,8,59,2,Carrier C,3.01,Supplier 2,Mumbai,9,574,9,67.77,Pass,0.7615,Sea,Route A,4176.02
TXN09168,2023-02-21,haircare,SKU57,52.53,68,338,16494.23,63,28,54,3,Carrier B,1.72,Supplier 2,Delhi,27,648,22,75.46,Pass,1.4421,Rail,Route A,4167.72
TXN09575,2023-02-21,skincare,SKU32,73.65,48,221,17978.39,68,5,21,3,Carrier C,3.54,Supplier 3,Kolkata,6,291,7,27.73,Pending,3.1558,Road,Route A,656.67
TXN05593,2023-02-21,skincare,SKU34,40.18,66,192,7711.74,80,9,49,4,Carrier B,2.07,Supplier 1,Chennai,9,555,8,10.68,Pass,0.4427,Road,Route B,624.75
TXN09198,2023-02-22,cosmetics,SKU27,94.07,85,112,9959.68,99,6,26,1,Carrier A,6.92,Supplier 5,Mumbai,7,136,5,11.74,Fail,7.4152,Sea,Route B,485.16
TXN05159,2023-02-22,haircare,SKU68,35.58,79,198,8099.67,88,17,30,5,Carrier B,1.38,Supplier 2,Bangalore,18,328,20,90.21,Pass,1.2496,Rail,Route A,2747.7
TXN06116,2023-02-22,haircare,SKU87,76.51,69,312,25677.81,73,19,52,2,Carrier A,3.88,Supplier 3,Chennai,20,789,19,28.03,Fail,5.9255,Sea,Route B,1659.32
TXN06593,2023-02-22,skincare,SKU86,21.55,62,65,1601.72,85,15,86,3,Carrier C,0.75,Supplier 1,Mumbai,17,585,16,73.0,Pending,2.0651,Rail,Route A,6342.5
TXN06614,2023-02-22,cosmetics,SKU44,53.82,40,262,16127.06,52,13,65,3,Carrier C,3.18,Supplier 2,Delhi,15,444,18,22.72,Pass,1.5526,Rail,Route A,1683.5
TXN09613,2023-02-22,haircare,SKU99,65.36,50,63,3834.19,70,1,70,1,Carrier A,3.52,Supplier 2,Chennai,2,467,2,42.3,Pass,0.299,Rail,Route B,3207.4
TXN07145,2023-02-22,skincare,SKU65,33.71,61,291,9413.82,62,39,60,3,Carrier B,1.97,Supplier 5,Kolkata,42,756,37,1.53,Fail,13.8622,Rail,Route C,210.0
TXN00496,2023-02-22,cosmetics,SKU62,69.6,40,148,9890.66,38,13,25,3,Carrier C,3.89,Supplier 2,Mumbai,13,210,12,20.92,Pending,2.4698,Sea,Route C,620.25
TXN04519,2023-02-22,haircare,SKU12,67.93,40,154,11733.89,58,3,82,2,Carrier A,3.54,Supplier 4,Kolkata,3,560,3,35.91,Fail,4.2275,Road,Route B,3234.9
TXN09786,2023-02-23,haircare,SKU79,60.69,51,138,7449.99,62,11,72,2,Carrier A,3.07,Supplier 3,Bangalore,12,504,12,57.33,Pass,0.2907,Air,Route C,4348.8
TXN08322,2023-02-23,skincare,SKU40,84.85,61,239,17760.51,67,1,83,2,Carrier A,4.48,Supplier 1,Kolkata,1,488,1,85.07,Pending,3.6652,Road,Route A,7432.65
TXN04380,2023-02-23,cosmetics,SKU92,45.37,48,310,14270.11,69,28,38,4,Carrier B,1.74,Supplier 2,Mumbai,28,94,28,67.6,Pass,0.2205,Rail,Route B,2634.92
TXN05648,2023-02-23,cosmetics,SKU73,79.73,74,169,13900.56,98,4,70,3,Carrier C,4.2,Supplier 4,Chennai,4,455,5,45.03,Fail,8.134,Road,Route A,3446.1
TXN04550,2023-02-23,skincare,SKU36,9.07,83,64,528.09,94,21,96,2,Carrier A,0.5,Supplier 2,Delhi,20,794,16,49.22,Fail,4.0692,Air,Route C,4773.12
TXN09751,2023-02-23,cosmetics,SKU33,67.43,61,74,4789.3,61,40,48,2,Carrier A,3.47,Supplier 5,Chennai,44,565,38,22.36,Fail,10.1909,Sea,Route A,1239.84
TXN03224,2023-02-23,cosmetics,SKU35,78.79,50,257,20967.15,55,2,55,1,Carrier A,5.38,Supplier 1,Delhi,2,258,1,59.65,Pass,0.2387,Sea,Route C,3576.65
TXN05163,2023-02-23,skincare,SKU15,35.47,58,189,7651.34,59,5,42,3,Carrier B,1.83,Supplier 1,Bangalore,5,602,5,92.74,Pass,1.4478,Sea,Route B,3971.94
TXN01153,2023-02-23,cosmetics,SKU88,72.02,89,1,70.36,82,8,63,4,Carrier B,4.29,Supplier 2,Mumbai,9,258,10,68.56,Pass,0.408,Sea,Route A,4589.55
TXN09386,2023-02-23,cosmetics,SKU88,76.81,52,142,9704.72,67,14,64,2,Carrier A,4.82,Supplier 2,Mumbai,13,737,9,75.19,Pass,0.744,Sea,Route A,5120.64
TXN05105,2023-02-23,cosmetics,SKU71,6.54,71,146,1084.11,84,9,93,3,Carrier B,0.3,Supplier 2,Bangalore,9,445,8,33.26,Pass,1.0937,Road,Route A,3121.08
TXN00346,2023-02-23,skincare,SKU20,102.04,44,105,11537.67,52,4,32,3,Carrier B,3.81,Supplier 1,Chennai,5,923,4,67.17,Pass,1.9787,Air,Route B,2271.36
TXN08213,2023-02-23,cosmetics,SKU17,86.46,49,132,12186.26,65,13,71,2,Carrier C,4.34,Supplier 1,Chennai,13,299,13,52.9,Pass,0.1002,Air,Route C,4064.04
TXN03788,2023-02-23,cosmetics,SKU59,64.5,43,104,7206.45,52,3,34,2,Carrier A,3.09,Supplier 1,Kolkata,3,503,3,1.95,Pass,0.1651,Air,Route A,171.36
TXN00420,2023-02-24,cosmetics,SKU92,46.02,73,171,8051.64,77,30,62,4,Carrier B,1.61,Supplier 2,Mumbai,30,432,28,60.41,Pass,0.4837,Rail,Route B,3845.24
TXN05268,2023-02-24,skincare,SKU39,18.5,47,170,3450.07,56,5,74,1,Carrier A,1.19,Supplier 2,Kolkata,5,345,6,9.98,Pass,1.0231,Air,Route B,826.58
TXN03001,2023-02-24,skincare,SKU11,94.6,46,225,20313.53,56,9,57,5,Carrier B,3.65,Supplier 2,Kolkata,10,686,10,28.43,Pass,0.0261,Air,Route A,1828.56
TXN06197,2023-02-24,cosmetics,SKU94,2.85,67,218,680.77,89,16,117,2,Carrier A,0.18,Supplier 2,Delhi,16,506,12,67.56,Pass,0.9979,Rail,Route B,7925.58
TXN01780,2023-02-24,cosmetics,SKU91,59.42,35,190,9857.4,49,30,74,3,Carrier C,3.11,Supplier 4,Delhi,32,858,33,42.51,Pass,0.8946,Rail,Route B,3375.88
TXN05436,2023-02-24,cosmetics,SKU88,73.15,60,317,22455.16,66,9,72,3,Carrier C,3.02,Supplier 2,Mumbai,9,367,10,74.65,Pass,0.6909,Sea,Route A,5592.24
TXN03872,2023-02-24,skincare,SKU98,20.7,77,109,2046.89,84,13,75,1,Carrier A,0.87,Supplier 5,Chennai,14,522,13,5.26,Fail,6.2476,Rail,Route A,459.75
TXN06839,2023-02-24,cosmetics,SKU23,4.1,73,99,428.9,83,49,63,5,Carrier B,0.16,Supplier 5,Kolkata,53,368,42,97.54,Pending,3.3181,Rail,Route A,6155.1
TXN03477,2023-02-24,haircare,SKU54,33.42,78,209,5982.7,83,26,73,1,Carrier A,1.34,Supplier 1,Kolkata,25,293,22,33.6,Pending,2.4442,Road,Route B,2550.62
TXN01653,2023-02-24,haircare,SKU25,41.5,81,44,1799.09,83,21,75,1,Carrier A,1.74,Supplier 4,Kolkata,24,978,31,78.87,Fail,4.7667,Road,Route B,6045.75
TXN00787,2023-02-24,skincare,SKU67,92.1,74,163,15596.31,68,9,18,2,Carrier A,6.22,Supplier 1,Mumbai,9,299,9,7.15,Pass,0.1048,Sea,Route C,240.66
TXN03697,2023-02-25,haircare,SKU12,72.25,39,247,16253.75,39,2,69,2,Carrier C,2.66,Supplier 4,Kolkata,3,782,4,29.97,Pending,3.9623,Road,Route B,2251.47
TXN01565,2023-02-25,haircare,SKU68,40.19,44,70,2624.66,62,19,42,1,Carrier A,2.34,Supplier 2,Bangalore,20,492,17,109.29,Pending,2.3705,Rail,Route A,4688.46
TXN09112,2023-02-25,skincare,SKU9,62.86,69,234,16745.91,92,21,45,2,Carrier A,3.78,Supplier 2,Chennai,23,692,22,51.0,Fail,5.5808,Rail,Route B,2465.1
TXN05060,2023-02-25,skincare,SKU6,3.79,59,48,155.08,74,30,76,1,Carrier A,0.23,Supplier 3,Kolkata,32,291,24,1.04,Pass,1.7378,Sea,Route A,96.52
TXN09260,2023-02-25,cosmetics,SKU38,52.13,44,177,9932.08,58,18,77,3,Carrier B,3.0,Supplier 5,Mumbai,19,372,17,5.99,Pass,1.5034,Air,Route B,692.23
TXN04848,2023-02-25,haircare,SKU2,10.55,53,208,1990.63,69,20,24,4,Carrier B,0.37,Supplier 1,Mumbai,19,350,23,34.07,Pending,3.0405,Air,Route C,826.56
TXN08161,2023-02-25,skincare,SKU40,76.25,85,192,12645.72,110,1,70,3,Carrier B,2.67,Supplier 1,Kolkata,1,276,1,99.66,Pending,2.6429,Road,Route A,7163.1
TXN00093,2023-02-25,haircare,SKU45,34.42,60,92,2850.88,85,26,81,2,Carrier A,2.13,Supplier 2,Chennai,25,744,22,73.19,Pending,2.2725,Rail,Route A,6100.92
TXN03922,2023-02-25,cosmetics,SKU8,69.4,95,255,18886.26,90,8,69,5,Carrier B,2.73,Supplier 4,Mumbai,8,733,10,11.99,Fail,5.1569,Sea,Route B,1015.68
TXN06652,2023-02-25,cosmetics,SKU27,89.34,78,149,12437.86,91,4,40,3,Carrier C,5.94,Supplier 5,Mumbai,5,808,7,11.11,Fail,8.2897,Sea,Route B,682.0
TXN08747,2023-02-25,cosmetics,SKU88,70.17,54,241,18220.99,78,13,102,2,Carrier C,3.25,Supplier 2,Mumbai,13,399,10,74.71,Pass,0.7535,Sea,Route A,7951.92
TXN02673,2023-02-25,skincare,SKU64,85.93,63,217,20670.29,79,5,30,1,Carrier A,6.94,Supplier 1,Delhi,5,639,5,9.52,Pass,0.1409,Air,Route C,493.8
TXN04272,2023-02-25,skincare,SKU65,33.42,69,265,7561.08,66,33,63,3,Carrier B,1.57,Supplier 5,Kolkata,32,400,29,1.76,Fail,9.7695,Rail,Route C,209.79
TXN01982,2023-02-25,skincare,SKU20,92.39,91,58,5178.37,88,5,42,2,Carrier C,4.72,Supplier 1,Chennai,5,595,5,64.29,Pending,2.8646,Air,Route B,2898.42
TXN07246,2023-02-26,cosmetics,SKU62,76.65,75,93,8038.08,86,16,28,3,Carrier B,3.63,Supplier 2,Mumbai,16,454,13,23.73,Pass,1.095,Sea,Route C,766.08
TXN01065,2023-02-26,haircare,SKU68,35.18,42,133,4299.84,51,17,27,3,Carrier C,1.6,Supplier 2,Bangalore,16,299,18,97.38,Pass,1.9968,Rail,Route A,2672.46
TXN00165,2023-02-26,cosmetics,SKU94,3.1,42,124,331.29,48,18,21,2,Carrier A,0.19,Supplier 2,Delhi,17,548,15,66.68,Pass,0.923,Rail,Route B,1404.27
TXN04011,2023-02-26,skincare,SKU75,89.85,65,122,11055.89,74,8,79,2,Carrier A,5.36,Supplier 1,Chennai,8,532,9,50.87,Pending,2.0624,Air,Route C,4442.17
TXN01738,2023-02-26,cosmetics,SKU62,78.44,55,222,20013.04,59,15,87,4,Carrier B,2.92,Supplier 2,Mumbai,17,259,13,20.7,Pending,2.5502,Sea,Route C,2054.94
TXN02736,2023-02-26,cosmetics,SKU8,72.79,72,174,11819.2,67,8,39,4,Carrier B,3.83,Supplier 4,Mumbai,9,822,11,12.34,Fail,5.4257,Sea,Route B,630.63
TXN06746,2023-02-26,skincare,SKU66,25.79,56,102,2644.51,52,35,61,3,Carrier C,1.1,Supplier 5,Kolkata,38,504,40,47.22,Fail,4.6286,Road,Route A,2947.52
TXN02942,2023-02-26,skincare,SKU82,16.28,83,200,2869.92,82,30,96,2,Carrier A,1.18,Supplier 2,Mumbai,33,639,22,4.53,Pending,2.2951,Road,Route C,548.16
TXN09985,2023-02-26,cosmetics,SKU94,2.95,61,351,939.27,79,12,59,1,Carrier A,0.23,Supplier 2,Delhi,13,621,12,58.77,Pass,1.4059,Rail,Route B,3481.0
TXN03149,2023-02-26,cosmetics,SKU44,49.41,77,172,9064.14,90,21,21,2,Carrier A,3.92,Supplier 2,Delhi,20,424,15,22.46,Fail,4.1924,Rail,Route A,553.98
TXN09248,2023-02-26,haircare,SKU97,3.79,47,258,871.88,46,12,48,4,Carrier C,0.17,Supplier 4,Mumbai,14,606,18,70.97,Fail,4.9989,Road,Route A,3414.72
TXN03523,2023-02-26,cosmetics,SKU91,61.77,81,96,5064.86,88,38,53,2,Carrier A,4.59,Supplier 4,Delhi,39,761,39,40.71,Pass,0.4765,Rail,Route B,2400.9
TXN05263,2023-02-26,skincare,SKU86,18.54,72,143,2891.14,66,16,23,1,Carrier A,1.19,Supplier 1,Mumbai,17,485,14,82.16,Pass,1.0526,Rail,Route A,1917.05
TXN04481,2023-02-26,cosmetics,SKU38,48.63,48,148,7562.89,63,23,91,1,Carrier A,2.84,Supplier 5,Mumbai,23,575,18,6.67,Pass,0.8498,Air,Route B,865.41
TXN07819,2023-02-26,cosmetics,SKU27,97.55,53,231,22921.02,58,5,24,3,Carrier C,4.51,Supplier 5,Mumbai,5,865,5,11.04,Pending,3.6783,Sea,Route B,373.2
TXN02139,2023-02-26,cosmetics,SKU44,47.92,51,193,8772.91,57,13,79,4,Carrier B,2.65,Supplier 2,Delhi,15,662,19,21.56,Pending,2.5833,Rail,Route A,1912.59
TXN03040,2023-02-26,skincare,SKU47,99.42,64,149,14849.87,71,18,36,2,Carrier A,5.33,Supplier 1,Kolkata,18,465,16,18.87,Pass,0.3339,Rail,Route A,871.2
TXN09522,2023-02-26,haircare,SKU2,11.84,64,115,1212.03,74,25,79,3,Carrier C,0.59,Supplier 1,Mumbai,25,606,23,28.4,Pending,3.6273,Air,Route C,2290.21
